[00:19:22] [Server thread/INFO]: Starting minecraft server version 1.15.2
[00:19:22] [Server thread/INFO]: Loading properties
[00:19:22] [Server thread/INFO]: Default game type: SURVIVAL
[00:19:22] [Server thread/INFO]: Generating keypair
[00:19:22] [Server thread/INFO]: Starting Minecraft server on 51.68.115.89:25565
[00:19:22] [Server thread/INFO]: Using epoll channel type
[00:19:23] [Server thread/INFO]: This server is running CraftBukkit version git-Bukkit-8160e29 (MC: 1.15.2) (Implementing API version 1.15.2-R0.1-SNAPSHOT)
[00:19:29] [Server thread/WARN]: Plugin DiscordChat v1.4.2 does not specify an api-version.
[00:19:29] [Server thread/INFO]: [WorldEdit] Loading WorldEdit v7.0.1;61bc012
[00:19:30] [Server thread/INFO]: Got request to register class com.sk89q.worldedit.bukkit.BukkitServerInterface with WorldEdit [com.sk89q.worldedit.extension.platform.PlatformManager@74bd2d75]
[00:19:30] [Server thread/INFO]: [DiscordChat] Loading DiscordChat v1.4.2
[00:19:30] [Server thread/INFO]: [Essentials] Loading Essentials v2.17.1.0
[00:19:30] [Server thread/INFO]: [Multiverse-Core] Loading Multiverse-Core v4.1.0-b775
[00:19:30] [Server thread/INFO]: [Multiverse-Portals] Loading Multiverse-Portals v4.1.0-b805
[00:19:30] [Server thread/INFO]: [WorldEdit] Enabling WorldEdit v7.0.1;61bc012
[00:19:30] [Server thread/INFO]: WEPIF: Using the Bukkit Permissions API.
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:jungle_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:jungle_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:jungle_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:jungle_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:jungle_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:jungle_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:jungle_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:jungle_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:jungle_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:jungle_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:jungle_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:acacia_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:dark_oak_door
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:end_rod
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:end_rod
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:end_rod
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:end_rod
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:end_rod
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:end_rod
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:end_rod
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:chorus_plant
[00:19:32] [Server thread/WARN]: Unknown property down for block minecraft:chorus_plant
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:chorus_flower
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:chorus_flower
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:chorus_flower
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:chorus_flower
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:chorus_flower
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:chorus_flower
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:chorus_flower
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:purpur_pillar
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:purpur_pillar
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:purpur_pillar
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:purpur_pillar
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:purpur_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purpur_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:purpur_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:purpur_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:purpur_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:purpur_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:purpur_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:purpur_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:purpur_stairs
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:purpur_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:purpur_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:purpur_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:purpur_slab
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:beetroots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:beetroots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:beetroots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:beetroots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:beetroots
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:repeating_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:chain_command_block
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:frosted_ice
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:frosted_ice
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:frosted_ice
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:frosted_ice
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:frosted_ice
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:bone_block
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:bone_block
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:bone_block
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:bone_block
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:observer
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:orange_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:orange_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:orange_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:orange_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:orange_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:orange_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:orange_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:magenta_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:magenta_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:magenta_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:magenta_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:magenta_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:magenta_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:magenta_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:yellow_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:yellow_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:yellow_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:yellow_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:yellow_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:yellow_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:yellow_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:lime_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:lime_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:lime_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:lime_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:lime_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:lime_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:lime_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:pink_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:pink_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:pink_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:pink_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:pink_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:pink_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:pink_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_gray_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cyan_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cyan_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cyan_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cyan_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cyan_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cyan_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cyan_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purple_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purple_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purple_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purple_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purple_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purple_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purple_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:blue_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brown_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brown_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brown_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brown_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brown_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brown_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brown_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:green_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:green_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:green_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:green_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:green_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:green_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:green_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:black_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:black_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:black_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:black_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:black_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:black_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:black_shulker_box
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:orange_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:orange_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:orange_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:orange_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:orange_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:magenta_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:magenta_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:magenta_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:magenta_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:magenta_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_blue_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_blue_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_blue_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_blue_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_blue_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:yellow_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:yellow_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:yellow_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:yellow_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:yellow_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:lime_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:lime_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:lime_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:lime_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:lime_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:pink_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:pink_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:pink_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:pink_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:pink_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:gray_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:gray_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:gray_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:gray_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:gray_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_gray_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_gray_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_gray_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_gray_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:light_gray_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cyan_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cyan_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cyan_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cyan_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cyan_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purple_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purple_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purple_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purple_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:purple_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:blue_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:blue_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:blue_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:blue_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:blue_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brown_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brown_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brown_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brown_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brown_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:green_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:green_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:green_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:green_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:green_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:black_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:black_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:black_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:black_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:black_glazed_terracotta
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:structure_block
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:structure_block
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:structure_block
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:structure_block
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:structure_block
[00:19:32] [Server thread/WARN]: Unknown item: minecraft:sign
[00:19:32] [Server thread/WARN]: Unknown item: minecraft:rose_red
[00:19:32] [Server thread/WARN]: Unknown item: minecraft:cactus_green
[00:19:32] [Server thread/WARN]: Unknown item: minecraft:dandelion_yellow
[00:19:32] [Server thread/WARN]: [WorldEdit] ====================================================
